DATE,POILBREUSDQ
2021-01-01,61.1277829537612
2021-04-01,69.1399278499279
2021-07-01,73.2469696969697
2021-10-01,79.8113178367526
2022-01-01,97.443126984127
2022-04-01,111.987359307359
2022-07-01,97.8346941464333
2022-10-01,88.7201298701299
2023-01-01,82.3236133069829
